query number,tweet id,Rank
1,1288849604335874048,0.7861055601118964
1,1287163289084936192,0.7798480854541814
1,1291683169557721088,0.7653546922373595
1,1291080687047659522,0.7048086092275723
1,1285591112283897856,0.6925526348950631
1,1285726601590853637,0.6919560561552779
1,1290389969484292099,0.6919560561552779
1,1282678963463061506,0.6757857664295599
1,1285169749333356544,0.6735417509546633
1,1286859556748845056,0.6670772068527966
1,1285291876002734081,0.6659399735410201
1,1291133082976899072,0.6638487217066414
1,1286686619647397889,0.6503365818584491
1,1288852353676980224,0.6492283506542934
1,1288851537188487168,0.6492283506542934
1,1288852336081854464,0.6492283506542934
1,1288851972569944065,0.6492283506542934
1,1288851829548134400,0.6492283506542934
1,1288851366555910144,0.6492283506542934
1,1288851431106195456,0.6492283506542934
1,1288851628242722819,0.6492283506542934
1,1288851161727086593,0.6492283506542934
1,1288851402253643777,0.6492283506542934
1,1288852210802216960,0.6492283506542934
1,1288853380849377281,0.6492283506542934
1,1290370382508240897,0.6492283506542934
1,1290639993510277124,0.6492283506542934
1,1286645616874061824,0.6480191191321671
1,1286659567129157633,0.6480191191321671
1,1286664688261111810,0.6480191191321671
1,1286664094532218881,0.6480191191321671
1,1286644815212482561,0.6480191191321671
1,1286658618314633222,0.6480191191321671
1,1290517279948419072,0.6480191191321671
1,1291176997281038343,0.6480191191321671
1,1291132130144202753,0.6435741975683754
1,1291686821114544130,0.6384123581235273
1,1290913136376152064,0.6348804392559031
1,1281206652570648578,0.6343348593036023
1,1281221421499404288,0.6343348593036023
1,1281184412818964480,0.6343348593036023
1,1281197805747335172,0.6343348593036023
1,1281199764202291200,0.6343348593036023
1,1281187270960136192,0.6343348593036023
1,1281193852339212288,0.6343348593036023
1,1281175700435861505,0.6343348593036023
1,1281197706594127872,0.6343348593036023
1,1281174243015884800,0.6343348593036023
1,1281193234669207554,0.6343348593036023
1,1281456818720571393,0.6343348593036023
1,1281474241519550464,0.6343348593036023
1,1286704820183879681,0.6316390314467836
1,1285717139861786627,0.6231445222523951
1,1291803037158322177,0.6223037997898299
1,1291369427443752960,0.6068616728702642
1,1286431389261258753,0.6013878116038648
1,1286420863978364928,0.6013878116038648
1,1286426604818833408,0.6013878116038648
1,1286435530482356224,0.6013878116038648
1,1286425631916544000,0.6013878116038648
1,1286420124602372107,0.6013878116038648
1,1286422155140435968,0.6013878116038648
1,1286427923625385984,0.6013878116038648
1,1286434474746683393,0.6013878116038648
1,1286444806315466752,0.6013878116038648
1,1286652947208773632,0.6013878116038648
1,1286654266409549826,0.6013878116038648
1,1286541741651161088,0.6013878116038648
1,1286661836411154432,0.6013878116038648
1,1287373926146945025,0.5949024499690415
1,1284187038313517059,0.5605777318612684
1,1286419905882062848,0.5579329719176057
1,1285268756621676546,0.5386943654822832
1,1290579138919661568,0.5379355228746541
1,1281239220271677443,0.5086683813081347
1,1284878009913298951,0.5043789727033653
1,1290961952089481216,0.5043789727033653
1,1281224493755760641,0.49501735132109564
1,1281611045446901763,0.49501735132109564
1,1284606998714228739,0.49501735132109564
1,1284882764085559297,0.49501735132109564
1,1284833867187335172,0.49501735132109564
1,1285236431917658115,0.49501735132109564
1,1285552206247124999,0.49501735132109564
1,1285694416078897153,0.49501735132109564
1,1285734329247834112,0.49501735132109564
1,1285942396346200064,0.49501735132109564
1,1291687281800118274,0.49501735132109564
1,1288837536475881474,0.4942125669866192
1,1290601244717965313,0.4942125669866192
1,1291666115072946176,0.4942125669866192
1,1281879753583063046,0.49245768777242077
1,1290362577759932416,0.49245768777242077
1,1291154164756684801,0.49245768777242077
1,1291204204548091904,0.49245768777242077
1,1285949738991235072,0.48874633281751495
1,1286492423355588611,0.48874633281751495
1,1286976527041794049,0.48874633281751495
1,1288833973309906944,0.48874633281751495
1,1288851509652918272,0.48874633281751495
1,1288839289388896257,0.48874633281751495
1,1288829169502044160,0.48874633281751495
1,1288838013523566592,0.48874633281751495
1,1288832219054833664,0.48874633281751495
1,1288847658879254534,0.48874633281751495
1,1288851025097613312,0.48874633281751495
1,1288828361414979585,0.48874633281751495
1,1288833636524056578,0.48874633281751495
1,1288844637826945024,0.48874633281751495
1,1288845590659584000,0.48874633281751495
1,1288833384580435970,0.48874633281751495
1,1288843779244515329,0.48874633281751495
1,1288829340679991298,0.48874633281751495
1,1288852293371256832,0.48874633281751495
1,1288844861211389954,0.48874633281751495
1,1288830263636586497,0.48874633281751495
1,1288827658428723200,0.48874633281751495
1,1288834428584828930,0.48874633281751495
1,1288847251964657665,0.48874633281751495
1,1288849122259214337,0.48874633281751495
1,1288850174861770757,0.48874633281751495
1,1288843379216994305,0.48874633281751495
1,1288839416212008960,0.48874633281751495
1,1288840707151499270,0.48874633281751495
1,1288831046147080193,0.48874633281751495
1,1288834308829073411,0.48874633281751495
1,1288835999833915393,0.48874633281751495
1,1288834239555928067,0.48874633281751495
1,1288834427099832320,0.48874633281751495
1,1288838287960895488,0.48874633281751495
1,1288835428594982912,0.48874633281751495
1,1288829045686145026,0.48874633281751495
1,1288829620566003715,0.48874633281751495
1,1288841615549890561,0.48874633281751495
1,1288845107312177152,0.48874633281751495
1,1288834593865465857,0.48874633281751495
1,1288845599953940481,0.48874633281751495
1,1288834269331292160,0.48874633281751495
1,1288840140924825612,0.48874633281751495
1,1288850904112824325,0.48874633281751495
1,1288832544373379072,0.48874633281751495
1,1288851894757187584,0.48874633281751495
1,1288845879433199616,0.48874633281751495
1,1288848074337652740,0.48874633281751495
1,1288850326569865217,0.48874633281751495
